Counter;Title;Rule ID;Group ID;Profiles
290;Ensure SSH root login is disabled;xccdf_org.cisecurity.benchmarks_rule_5.2.10_Ensure_SSH_root_login_is_disabled;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
291;Ensure SSH PermitEmptyPasswords is disabled;xccdf_org.cisecurity.benchmarks_rule_5.2.11_Ensure_SSH_PermitEmptyPasswords_is_disabled;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
292;Ensure SSH PermitUserEnvironment is disabled;xccdf_org.cisecurity.benchmarks_rule_5.2.12_Ensure_SSH_PermitUserEnvironment_is_disabled;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
293;Ensure SSH Idle Timeout Interval is configured;xccdf_org.cisecurity.benchmarks_rule_5.2.13_Ensure_SSH_Idle_Timeout_Interval_is_configured;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
294;Ensure SSH LoginGraceTime is set to one minute or less;xccdf_org.cisecurity.benchmarks_rule_5.2.14_Ensure_SSH_LoginGraceTime_is_set_to_one_minute_or_less;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
295;Ensure SSH warning banner is configured;xccdf_org.cisecurity.benchmarks_rule_5.2.15_Ensure_SSH_warning_banner_is_configured;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
296;Ensure SSH PAM is enabled;xccdf_org.cisecurity.benchmarks_rule_5.2.16_Ensure_SSH_PAM_is_enabled;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
297;Ensure SSH MaxStartups is configured;xccdf_org.cisecurity.benchmarks_rule_5.2.18_Ensure_SSH_MaxStartups_is_configured;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
298;Ensure SSH MaxSessions is set to 4 or less;xccdf_org.cisecurity.benchmarks_rule_5.2.19_Ensure_SSH_MaxSessions_is_set_to_4_or_less;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
299;Ensure system-wide crypto policy is not over-ridden;xccdf_org.cisecurity.benchmarks_rule_5.2.20_Ensure_system-wide_crypto_policy_is_not_over-ridden;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
300;Create custom authselect profile;xccdf_org.cisecurity.benchmarks_rule_5.3.1_Create_custom_authselect_profile;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
301;Select authselect profile;xccdf_org.cisecurity.benchmarks_rule_5.3.2_Select_authselect_profile;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
302;Ensure authselect includes with-faillock;xccdf_org.cisecurity.benchmarks_rule_5.3.3_Ensure_authselect_includes_with-faillock;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
303;Ensure password creation requirements are configured;xccdf_org.cisecurity.benchmarks_rule_5.4.1_Ensure_password_creation_requirements_are_configured;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
304;Ensure lockout for failed password attempts is configured;xccdf_org.cisecurity.benchmarks_rule_5.4.2_Ensure_lockout_for_failed_password_attempts_is_configured;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
305;Ensure password reuse is limited;xccdf_org.cisecurity.benchmarks_rule_5.4.3_Ensure_password_reuse_is_limited;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
306;Ensure password hashing algorithm is SHA-512;xccdf_org.cisecurity.benchmarks_rule_5.4.4_Ensure_password_hashing_algorithm_is_SHA-512;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
307;Ensure password expiration is 365 days or less;xccdf_org.cisecurity.benchmarks_rule_5.5.1.1_Ensure_password_expiration_is_365_days_or_less;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
308;Ensure minimum days between password changes is 7 or more;xccdf_org.cisecurity.benchmarks_rule_5.5.1.2_Ensure_minimum_days_between_password_changes_is_7_or_more;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
309;Ensure password expiration warning days is 7 or more;xccdf_org.cisecurity.benchmarks_rule_5.5.1.3_Ensure_password_expiration_warning_days_is_7_or_more;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
310;Ensure inactive password lock is 30 days or less;xccdf_org.cisecurity.benchmarks_rule_5.5.1.4_Ensure_inactive_password_lock_is_30_days_or_less;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
311;Ensure all users last password change date is in the past;xccdf_org.cisecurity.benchmarks_rule_5.5.1.5_Ensure_all_users_last_password_change_date_is_in_the_past;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
312;Ensure system accounts are secured;xccdf_org.cisecurity.benchmarks_rule_5.5.2_Ensure_system_accounts_are_secured;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
313;Ensure default user shell timeout is 900 seconds or less;xccdf_org.cisecurity.benchmarks_rule_5.5.3_Ensure_default_user_shell_timeout_is_900_seconds_or_less;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
314;Ensure default group for the root account is GID 0;xccdf_org.cisecurity.benchmarks_rule_5.5.4_Ensure_default_group_for_the_root_account_is_GID_0;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
315;Ensure default user umask is 027 or more restrictive;xccdf_org.cisecurity.benchmarks_rule_5.5.5_Ensure_default_user_umask_is_027_or_more_restrictive;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
316;Ensure root login is restricted to system console;xccdf_org.cisecurity.benchmarks_rule_5.6_Ensure_root_login_is_restricted_to_system_console;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
317;Ensure access to the su command is restricted;xccdf_org.cisecurity.benchmarks_rule_5.7_Ensure_access_to_the_su_command_is_restricted;xccdf_org.cisecurity.benchmarks_group_5_Access_Authentication_and_Authorization;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
318;Ensure cron daemon is enabled;xccdf_org.cisecurity.benchmarks_rule_5.1.1_Ensure_cron_daemon_is_enabled;xccdf_org.cisecurity.benchmarks_group_5.1_Configure_cron;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
319;Ensure permissions on /etc/crontab are configured;xccdf_org.cisecurity.benchmarks_rule_5.1.2_Ensure_permissions_on_etccrontab_are_configured;xccdf_org.cisecurity.benchmarks_group_5.1_Configure_cron;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
320;Ensure permissions on /etc/cron.hourly are configured;xccdf_org.cisecurity.benchmarks_rule_5.1.3_Ensure_permissions_on_etccron.hourly_are_configured;xccdf_org.cisecurity.benchmarks_group_5.1_Configure_cron;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
321;Ensure permissions on /etc/cron.daily are configured;xccdf_org.cisecurity.benchmarks_rule_5.1.4_Ensure_permissions_on_etccron.daily_are_configured;xccdf_org.cisecurity.benchmarks_group_5.1_Configure_cron;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
322;Ensure permissions on /etc/cron.weekly are configured;xccdf_org.cisecurity.benchmarks_rule_5.1.5_Ensure_permissions_on_etccron.weekly_are_configured;xccdf_org.cisecurity.benchmarks_group_5.1_Configure_cron;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
323;Ensure permissions on /etc/cron.monthly are configured;xccdf_org.cisecurity.benchmarks_rule_5.1.6_Ensure_permissions_on_etccron.monthly_are_configured;xccdf_org.cisecurity.benchmarks_group_5.1_Configure_cron;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
324;Ensure permissions on /etc/cron.d are configured;xccdf_org.cisecurity.benchmarks_rule_5.1.7_Ensure_permissions_on_etccron.d_are_configured;xccdf_org.cisecurity.benchmarks_group_5.1_Configure_cron;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
325;Ensure at/cron is restricted to authorized users;xccdf_org.cisecurity.benchmarks_rule_5.1.8_Ensure_atcron_is_restricted_to_authorized_users;xccdf_org.cisecurity.benchmarks_group_5.1_Configure_cron;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
326;Ensure permissions on /etc/ssh/sshd_config are configured;xccdf_org.cisecurity.benchmarks_rule_5.2.1_Ensure_permissions_on_etcsshsshd_config_are_configured;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
327;Ensure SSH access is limited;xccdf_org.cisecurity.benchmarks_rule_5.2.2_Ensure_SSH_access_is_limited;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
328;Ensure permissions on SSH private host key files are configured;xccdf_org.cisecurity.benchmarks_rule_5.2.3_Ensure_permissions_on_SSH_private_host_key_files_are_configured;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
329;Ensure permissions on SSH public host key files are configured;xccdf_org.cisecurity.benchmarks_rule_5.2.4_Ensure_permissions_on_SSH_public_host_key_files_are_configured;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
330;Ensure SSH LogLevel is appropriate;xccdf_org.cisecurity.benchmarks_rule_5.2.5_Ensure_SSH_LogLevel_is_appropriate;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
331;Ensure SSH X11 forwarding is disabled;xccdf_org.cisecurity.benchmarks_rule_5.2.6_Ensure_SSH_X11_forwarding_is_disabled;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
332;Ensure SSH MaxAuthTries is set to 4 or less;xccdf_org.cisecurity.benchmarks_rule_5.2.7_Ensure_SSH_MaxAuthTries_is_set_to_4_or_less;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
333;Ensure SSH IgnoreRhosts is enabled;xccdf_org.cisecurity.benchmarks_rule_5.2.8_Ensure_SSH_IgnoreRhosts_is_enabled;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
334;Ensure SSH HostbasedAuthentication is disabled;xccdf_org.cisecurity.benchmarks_rule_5.2.9_Ensure_SSH_HostbasedAuthentication_is_disabled;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
335;Ensure SSH root login is disabled;xccdf_org.cisecurity.benchmarks_rule_5.2.10_Ensure_SSH_root_login_is_disabled;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
336;Ensure SSH PermitEmptyPasswords is disabled;xccdf_org.cisecurity.benchmarks_rule_5.2.11_Ensure_SSH_PermitEmptyPasswords_is_disabled;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
337;Ensure SSH PermitUserEnvironment is disabled;xccdf_org.cisecurity.benchmarks_rule_5.2.12_Ensure_SSH_PermitUserEnvironment_is_disabled;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
338;Ensure SSH Idle Timeout Interval is configured;xccdf_org.cisecurity.benchmarks_rule_5.2.13_Ensure_SSH_Idle_Timeout_Interval_is_configured;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
339;Ensure SSH LoginGraceTime is set to one minute or less;xccdf_org.cisecurity.benchmarks_rule_5.2.14_Ensure_SSH_LoginGraceTime_is_set_to_one_minute_or_less;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
340;Ensure SSH warning banner is configured;xccdf_org.cisecurity.benchmarks_rule_5.2.15_Ensure_SSH_warning_banner_is_configured;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
341;Ensure SSH PAM is enabled;xccdf_org.cisecurity.benchmarks_rule_5.2.16_Ensure_SSH_PAM_is_enabled;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
342;Ensure SSH MaxStartups is configured;xccdf_org.cisecurity.benchmarks_rule_5.2.18_Ensure_SSH_MaxStartups_is_configured;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
343;Ensure SSH MaxSessions is set to 4 or less;xccdf_org.cisecurity.benchmarks_rule_5.2.19_Ensure_SSH_MaxSessions_is_set_to_4_or_less;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
344;Ensure system-wide crypto policy is not over-ridden;xccdf_org.cisecurity.benchmarks_rule_5.2.20_Ensure_system-wide_crypto_policy_is_not_over-ridden;xccdf_org.cisecurity.benchmarks_group_5.2_SSH_Server_Configuration;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
345;Create custom authselect profile;xccdf_org.cisecurity.benchmarks_rule_5.3.1_Create_custom_authselect_profile;xccdf_org.cisecurity.benchmarks_group_5.3_Configure_authselect;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
346;Select authselect profile;xccdf_org.cisecurity.benchmarks_rule_5.3.2_Select_authselect_profile;xccdf_org.cisecurity.benchmarks_group_5.3_Configure_authselect;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
347;Ensure authselect includes with-faillock;xccdf_org.cisecurity.benchmarks_rule_5.3.3_Ensure_authselect_includes_with-faillock;xccdf_org.cisecurity.benchmarks_group_5.3_Configure_authselect;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
348;Ensure password creation requirements are configured;xccdf_org.cisecurity.benchmarks_rule_5.4.1_Ensure_password_creation_requirements_are_configured;xccdf_org.cisecurity.benchmarks_group_5.4_Configure_PAM;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
349;Ensure lockout for failed password attempts is configured;xccdf_org.cisecurity.benchmarks_rule_5.4.2_Ensure_lockout_for_failed_password_attempts_is_configured;xccdf_org.cisecurity.benchmarks_group_5.4_Configure_PAM;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
350;Ensure password reuse is limited;xccdf_org.cisecurity.benchmarks_rule_5.4.3_Ensure_password_reuse_is_limited;xccdf_org.cisecurity.benchmarks_group_5.4_Configure_PAM;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
351;Ensure password hashing algorithm is SHA-512;xccdf_org.cisecurity.benchmarks_rule_5.4.4_Ensure_password_hashing_algorithm_is_SHA-512;xccdf_org.cisecurity.benchmarks_group_5.4_Configure_PAM;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
352;Ensure password expiration is 365 days or less;xccdf_org.cisecurity.benchmarks_rule_5.5.1.1_Ensure_password_expiration_is_365_days_or_less;xccdf_org.cisecurity.benchmarks_group_5.5_User_Accounts_and_Environment;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
353;Ensure minimum days between password changes is 7 or more;xccdf_org.cisecurity.benchmarks_rule_5.5.1.2_Ensure_minimum_days_between_password_changes_is_7_or_more;xccdf_org.cisecurity.benchmarks_group_5.5_User_Accounts_and_Environment;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
354;Ensure password expiration warning days is 7 or more;xccdf_org.cisecurity.benchmarks_rule_5.5.1.3_Ensure_password_expiration_warning_days_is_7_or_more;xccdf_org.cisecurity.benchmarks_group_5.5_User_Accounts_and_Environment;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
355;Ensure inactive password lock is 30 days or less;xccdf_org.cisecurity.benchmarks_rule_5.5.1.4_Ensure_inactive_password_lock_is_30_days_or_less;xccdf_org.cisecurity.benchmarks_group_5.5_User_Accounts_and_Environment;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
356;Ensure all users last password change date is in the past;xccdf_org.cisecurity.benchmarks_rule_5.5.1.5_Ensure_all_users_last_password_change_date_is_in_the_past;xccdf_org.cisecurity.benchmarks_group_5.5_User_Accounts_and_Environment;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
357;Ensure system accounts are secured;xccdf_org.cisecurity.benchmarks_rule_5.5.2_Ensure_system_accounts_are_secured;xccdf_org.cisecurity.benchmarks_group_5.5_User_Accounts_and_Environment;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
358;Ensure default user shell timeout is 900 seconds or less;xccdf_org.cisecurity.benchmarks_rule_5.5.3_Ensure_default_user_shell_timeout_is_900_seconds_or_less;xccdf_org.cisecurity.benchmarks_group_5.5_User_Accounts_and_Environment;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
359;Ensure default group for the root account is GID 0;xccdf_org.cisecurity.benchmarks_rule_5.5.4_Ensure_default_group_for_the_root_account_is_GID_0;xccdf_org.cisecurity.benchmarks_group_5.5_User_Accounts_and_Environment;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
360;Ensure default user umask is 027 or more restrictive;xccdf_org.cisecurity.benchmarks_rule_5.5.5_Ensure_default_user_umask_is_027_or_more_restrictive;xccdf_org.cisecurity.benchmarks_group_5.5_User_Accounts_and_Environment;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
361;Ensure password expiration is 365 days or less;xccdf_org.cisecurity.benchmarks_rule_5.5.1.1_Ensure_password_expiration_is_365_days_or_less;xccdf_org.cisecurity.benchmarks_group_5.5.1_Set_Shadow_Password_Suite_Parameters;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
362;Ensure minimum days between password changes is 7 or more;xccdf_org.cisecurity.benchmarks_rule_5.5.1.2_Ensure_minimum_days_between_password_changes_is_7_or_more;xccdf_org.cisecurity.benchmarks_group_5.5.1_Set_Shadow_Password_Suite_Parameters;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
363;Ensure password expiration warning days is 7 or more;xccdf_org.cisecurity.benchmarks_rule_5.5.1.3_Ensure_password_expiration_warning_days_is_7_or_more;xccdf_org.cisecurity.benchmarks_group_5.5.1_Set_Shadow_Password_Suite_Parameters;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
364;Ensure inactive password lock is 30 days or less;xccdf_org.cisecurity.benchmarks_rule_5.5.1.4_Ensure_inactive_password_lock_is_30_days_or_less;xccdf_org.cisecurity.benchmarks_group_5.5.1_Set_Shadow_Password_Suite_Parameters;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
365;Ensure all users last password change date is in the past;xccdf_org.cisecurity.benchmarks_rule_5.5.1.5_Ensure_all_users_last_password_change_date_is_in_the_past;xccdf_org.cisecurity.benchmarks_group_5.5.1_Set_Shadow_Password_Suite_Parameters;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
366;Ensure permissions on /etc/passwd are configured;xccdf_org.cisecurity.benchmarks_rule_6.1.2_Ensure_permissions_on_etcpasswd_are_configured;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
367;Ensure permissions on /etc/passwd- are configured;xccdf_org.cisecurity.benchmarks_rule_6.1.3_Ensure_permissions_on_etcpasswd-_are_configured;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
368;Ensure permissions on /etc/shadow are configured;xccdf_org.cisecurity.benchmarks_rule_6.1.4_Ensure_permissions_on_etcshadow_are_configured;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
369;Ensure permissions on /etc/shadow- are configured;xccdf_org.cisecurity.benchmarks_rule_6.1.5_Ensure_permissions_on_etcshadow-_are_configured;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
370;Ensure permissions on /etc/gshadow are configured;xccdf_org.cisecurity.benchmarks_rule_6.1.6_Ensure_permissions_on_etcgshadow_are_configured;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
371;Ensure permissions on /etc/gshadow- are configured;xccdf_org.cisecurity.benchmarks_rule_6.1.7_Ensure_permissions_on_etcgshadow-_are_configured;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
372;Ensure permissions on /etc/group are configured;xccdf_org.cisecurity.benchmarks_rule_6.1.8_Ensure_permissions_on_etcgroup_are_configured;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
373;Ensure permissions on /etc/group- are configured;xccdf_org.cisecurity.benchmarks_rule_6.1.9_Ensure_permissions_on_etcgroup-_are_configured;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
374;Ensure no world writable files exist;xccdf_org.cisecurity.benchmarks_rule_6.1.10_Ensure_no_world_writable_files_exist;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
375;Ensure no unowned files or directories exist;xccdf_org.cisecurity.benchmarks_rule_6.1.11_Ensure_no_unowned_files_or_directories_exist;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
376;Ensure no ungrouped files or directories exist;xccdf_org.cisecurity.benchmarks_rule_6.1.12_Ensure_no_ungrouped_files_or_directories_exist;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
377;Audit SUID executables;xccdf_org.cisecurity.benchmarks_rule_6.1.13_Audit_SUID_executables;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
378;Audit SGID executables;xccdf_org.cisecurity.benchmarks_rule_6.1.14_Audit_SGID_executables;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
379;Ensure password fields are not empty;xccdf_org.cisecurity.benchmarks_rule_6.2.1_Ensure_password_fields_are_not_empty;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
380;"Ensure no legacy ""+"" entries exist in /etc/passwd";xccdf_org.cisecurity.benchmarks_rule_6.2.2_Ensure_no_legacy__entries_exist_in_etcpasswd;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
381;Ensure root PATH Integrity;xccdf_org.cisecurity.benchmarks_rule_6.2.3_Ensure_root_PATH_Integrity;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
382;"Ensure no legacy ""+"" entries exist in /etc/shadow";xccdf_org.cisecurity.benchmarks_rule_6.2.4_Ensure_no_legacy__entries_exist_in_etcshadow;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
383;"Ensure no legacy ""+"" entries exist in /etc/group";xccdf_org.cisecurity.benchmarks_rule_6.2.5_Ensure_no_legacy__entries_exist_in_etcgroup;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
384;Ensure root is the only UID 0 account;xccdf_org.cisecurity.benchmarks_rule_6.2.6_Ensure_root_is_the_only_UID_0_account;xccdf_org.cisecurity.benchmarks_group_6_System_Maintenance;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation
