Rule Title;Rule ID;Group ID;Profiles;Value Title;Value;Value ID
Ensure iptables service is not enabled with firewalld;xccdf_org.cisecurity.benchmarks_rule_3.4.2.2_Ensure_iptables_service_is_not_enabled_with_firewalld;xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure iptables service is not enabled with firewalld;enabled;xccdf_org.cisecurity.benchmarks_value_1651286_var
Ensure nftables is not enabled with firewalld;xccdf_org.cisecurity.benchmarks_rule_3.4.2.3_Ensure_nftables_is_not_enabled_with_firewalld;xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure nftables is not enabled with firewalld;enabled;xccdf_org.cisecurity.benchmarks_value_1651294_var
Ensure firewalld default zone is set;xccdf_org.cisecurity.benchmarks_rule_3.4.2.4_Ensure_firewalld_default_zone_is_set;xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure network interfaces are assigned to appropriate zone;xccdf_org.cisecurity.benchmarks_rule_3.4.2.5_Ensure_network_interfaces_are_assigned_to_appropriate_zone;xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure firewalld drops unnecessary services and ports;xccdf_org.cisecurity.benchmarks_rule_3.4.2.6_Ensure_firewalld_drops_unnecessary_services_and_ports;xccdf_org.cisecurity.benchmarks_group_3.4.2_Configure_firewalld;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure iptables are flushed with nftables;xccdf_org.cisecurity.benchmarks_rule_3.4.3.1_Ensure_iptables_are_flushed_with_nftables;xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure an nftables table exists;xccdf_org.cisecurity.benchmarks_rule_3.4.3.2_Ensure_an_nftables_table_exists;xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure an nftables table exists;^\h*table\h+\H+\b(\h+.*)?$;xccdf_org.cisecurity.benchmarks_value_1651305_var
Ensure nftables base chains exist;xccdf_org.cisecurity.benchmarks_rule_3.4.3.3_Ensure_nftables_base_chains_exist;xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure nftables base chains exist;^\h*\H+\h+\H+\h+hook\h+input\b(\h+.*)?$;xccdf_org.cisecurity.benchmarks_value_1651311_var
Ensure nftables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.3.4_Ensure_nftables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure nftables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.3.5_Ensure_nftables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure nftables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.3.6_Ensure_nftables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure nftables default deny firewall policy;input;xccdf_org.cisecurity.benchmarks_value_1651323_var
Ensure nftables service is enabled;xccdf_org.cisecurity.benchmarks_rule_3.4.3.7_Ensure_nftables_service_is_enabled;xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure nftables service is enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651329_var
Ensure nftables rules are permanent;xccdf_org.cisecurity.benchmarks_rule_3.4.3.8_Ensure_nftables_rules_are_permanent;xccdf_org.cisecurity.benchmarks_group_3.4.3_Configure_nftables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure iptables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.1_Ensure_iptables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure iptables default deny firewall policy;^Chain INPUT \(policy (DROP|REJECT)\)$;xccdf_org.cisecurity.benchmarks_value_1651795_var
Ensure iptables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.2_Ensure_iptables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure iptables loopback traffic is configured;^\s*\S+\s+\S+\s+ACCEPT\s+all\s+--\s+lo\s+\*\s+0\.0\.0\.0\/0\s+0\.0\.0\.0\/0\b;xccdf_org.cisecurity.benchmarks_value_1656366_var
Ensure iptables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.3_Ensure_iptables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure iptables firewall rules exist for all open ports;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.4_Ensure_iptables_firewall_rules_exist_for_all_open_ports;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure iptables is enabled and active;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.5_Ensure_iptables_is_enabled_and_active;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure iptables is enabled and active;enabled;xccdf_org.cisecurity.benchmarks_value_1612850_var
Ensure ip6tables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.1_Ensure_ip6tables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure ip6tables default deny firewall policy;^\s*Chain\s+INPUT\s+\(policy (DROP|REJECT)\)(\s+.*)?$;xccdf_org.cisecurity.benchmarks_value_1656370_var
Ensure ip6tables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.2_Ensure_ip6tables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure ip6tables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.3_Ensure_ip6tables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure ip6tables firewall rules exist for all open ports;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.4_Ensure_ip6tables_firewall_rules_exist_for_all_open_ports;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure ip6tables is enabled and active;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.5_Ensure_ip6tables_is_enabled_and_active;xccdf_org.cisecurity.benchmarks_group_3.4.4_Configure_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure ip6tables is enabled and active;enabled;xccdf_org.cisecurity.benchmarks_value_1656375_var
Ensure iptables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.1_Ensure_iptables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3.4.4.1_Configure_IPv4_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure iptables default deny firewall policy;^Chain INPUT \(policy (DROP|REJECT)\)$;xccdf_org.cisecurity.benchmarks_value_1651795_var
Ensure iptables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.2_Ensure_iptables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3.4.4.1_Configure_IPv4_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure iptables loopback traffic is configured;^\s*\S+\s+\S+\s+ACCEPT\s+all\s+--\s+lo\s+\*\s+0\.0\.0\.0\/0\s+0\.0\.0\.0\/0\b;xccdf_org.cisecurity.benchmarks_value_1656366_var
Ensure iptables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.3_Ensure_iptables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3.4.4.1_Configure_IPv4_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure iptables firewall rules exist for all open ports;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.4_Ensure_iptables_firewall_rules_exist_for_all_open_ports;xccdf_org.cisecurity.benchmarks_group_3.4.4.1_Configure_IPv4_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure iptables is enabled and active;xccdf_org.cisecurity.benchmarks_rule_3.4.4.1.5_Ensure_iptables_is_enabled_and_active;xccdf_org.cisecurity.benchmarks_group_3.4.4.1_Configure_IPv4_iptables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure iptables is enabled and active;enabled;xccdf_org.cisecurity.benchmarks_value_1612850_var
Ensure ip6tables default deny firewall policy;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.1_Ensure_ip6tables_default_deny_firewall_policy;xccdf_org.cisecurity.benchmarks_group_3.4.4.2_Configure_IPv6__ip6tables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure ip6tables default deny firewall policy;^\s*Chain\s+INPUT\s+\(policy (DROP|REJECT)\)(\s+.*)?$;xccdf_org.cisecurity.benchmarks_value_1656370_var
Ensure ip6tables loopback traffic is configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.2_Ensure_ip6tables_loopback_traffic_is_configured;xccdf_org.cisecurity.benchmarks_group_3.4.4.2_Configure_IPv6__ip6tables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure ip6tables outbound and established connections are configured;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.3_Ensure_ip6tables_outbound_and_established_connections_are_configured;xccdf_org.cisecurity.benchmarks_group_3.4.4.2_Configure_IPv6__ip6tables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure ip6tables firewall rules exist for all open ports;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.4_Ensure_ip6tables_firewall_rules_exist_for_all_open_ports;xccdf_org.cisecurity.benchmarks_group_3.4.4.2_Configure_IPv6__ip6tables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure ip6tables is enabled and active;xccdf_org.cisecurity.benchmarks_rule_3.4.4.2.5_Ensure_ip6tables_is_enabled_and_active;xccdf_org.cisecurity.benchmarks_group_3.4.4.2_Configure_IPv6__ip6tables;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure ip6tables is enabled and active;enabled;xccdf_org.cisecurity.benchmarks_value_1656375_var
Ensure auditd is installed;xccdf_org.cisecurity.benchmarks_rule_4.1.1.1_Ensure_auditd_is_installed;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;;;
Ensure auditd service is enabled;xccdf_org.cisecurity.benchmarks_rule_4.1.1.2_Ensure_auditd_service_is_enabled;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;Ensure auditd service is enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651920_var
Ensure auditing for processes that start prior to auditd is enabled;xccdf_org.cisecurity.benchmarks_rule_4.1.1.3_Ensure_auditing_for_processes_that_start_prior_to_auditd_is_enabled;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;;;
Ensure audit_backlog_limit is sufficient;xccdf_org.cisecurity.benchmarks_rule_4.1.1.4_Ensure_audit_backlog_limit_is_sufficient;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;;;
Ensure audit log storage size is configured;xccdf_org.cisecurity.benchmarks_rule_4.1.2.1_Ensure_audit_log_storage_size_is_configured;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;;;
Ensure audit logs are not automatically deleted;xccdf_org.cisecurity.benchmarks_rule_4.1.2.2_Ensure_audit_logs_are_not_automatically_deleted;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;;;
Ensure system is disabled when audit logs are full;xccdf_org.cisecurity.benchmarks_rule_4.1.2.3_Ensure_system_is_disabled_when_audit_logs_are_full;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;;;
Ensure changes to system administration scope (sudoers) is collected;xccdf_org.cisecurity.benchmarks_rule_4.1.3_Ensure_changes_to_system_administration_scope_sudoers_is_collected;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;Ensure changes to system administration scope (sudoers) is collected;^\s*-w\s+\/etc\/sudoers\/?\s+-p\s+wa\s+-k\s+\H+(\h+.*)?$;xccdf_org.cisecurity.benchmarks_value_1651932_var
Ensure login and logout events are collected;xccdf_org.cisecurity.benchmarks_rule_4.1.4_Ensure_login_and_logout_events_are_collected;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;Ensure login and logout events are collected;^\s*-w\s+\/var\/log\/lastlog\/?\s+-p\s+wa\s+-k\s+\S+;xccdf_org.cisecurity.benchmarks_value_1651940_var
Ensure session initiation information is collected;xccdf_org.cisecurity.benchmarks_rule_4.1.5_Ensure_session_initiation_information_is_collected;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;Ensure session initiation information is collected;^\s*-w\s+\/var\/run\/utmp\/?\s+-p\s+wa\s+-k\s+\H+(\h+.*)?$;xccdf_org.cisecurity.benchmarks_value_1651950_var
Ensure events that modify date and time information are collected;xccdf_org.cisecurity.benchmarks_rule_4.1.6_Ensure_events_that_modify_date_and_time_information_are_collected;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;Ensure events that modify date and time information are collected;^\s*-a\s+(always,exit|exit,always)\s+-F\s+arch=b32(\s+-S\s+adjtimex|\s+-S\s+settimeofday|\s+-S\s+stime)(?!\2)(\s+-S\s+adjtimex|\s+-S\s+settimeofday|\s+-S\s+stime)(?!(\2|\3))(\s+-S\s+adjtimex|\s+-S\s+settimeofday|\s+-S\s+stime)\s+-k\s+\S+;xccdf_org.cisecurity.benchmarks_value_1651979_var
Ensure events that modify the system's Mandatory Access Controls are collected;xccdf_org.cisecurity.benchmarks_rule_4.1.7_Ensure_events_that_modify_the_systems_Mandatory_Access_Controls_are_collected;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;Ensure events that modify the system's Mandatory Access Controls are collected;^\s*-w\s+\/etc\/selinux\/?\s+-p\s+wa\s+-k\s+\S+;xccdf_org.cisecurity.benchmarks_value_1651995_var
Ensure events that modify the system's network environment are collected;xccdf_org.cisecurity.benchmarks_rule_4.1.8_Ensure_events_that_modify_the_systems_network_environment_are_collected;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;Ensure events that modify the system's network environment are collected;^\s*-a\s+(always,exit|exit,always)\s+-F\s+arch=b32\s+(-S\s+sethostname\s+-S\s+setdomainname|-S\s+setdomainname\s+-S\s+sethostname)\s+-k\s+\S+;xccdf_org.cisecurity.benchmarks_value_1652012_var
Ensure discretionary access control permission modification events are collected;xccdf_org.cisecurity.benchmarks_rule_4.1.9_Ensure_discretionary_access_control_permission_modification_events_are_collected;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;Ensure discretionary access control permission modification events are collected;^\s*-a\s+(?:always,exit|exit,always)\s+-F\s+arch=b32\s+(?!(?:\2|\3))(-S\s+chmod\s+|-S\s+fchmod\s+|-S\s+fchmodat\s+)(?!(?:\1|\3))(-S\s+chmod\s+|-S\s+fchmod\s+|-S\s+fchmodat\s+)(?!(?:\1|\2))(-S\s+chmod\s+|-S\s+fchmod\s+|-S\s+fchmodat\s+)-F\s+auid>=1000\s+-F\s+auid!=4294967295\s+-k\s+\S+ *$;xccdf_org.cisecurity.benchmarks_value_1652038_var
Ensure unsuccessful unauthorized file access attempts are collected;xccdf_org.cisecurity.benchmarks_rule_4.1.10_Ensure_unsuccessful_unauthorized_file_access_attempts_are_collected;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;Ensure unsuccessful unauthorized file access attempts are collected;^\s*-a\s+(?:always,exit|exit,always)\s+-F\s+arch=b32\s+(?!(?:\2|\3|\4|\5))(-S\s+creat\s+|-S\s+open\s+|-S\s+openat\s+|-S\s+truncate\s+|-S\s+ftruncate\s+)(?!(?:\1|\3|\4|\5))(-S\s+creat\s+|-S\s+open\s+|-S\s+openat\s+|-S\s+truncate\s+|-S\s+ftruncate\s+)(?!(?:\1|\2|\4|\5))(-S\s+creat\s+|-S\s+open\s+|-S\s+openat\s+|-S\s+truncate\s+|-S\s+ftruncate\s+)(?!(?:\1|\2|\3|\5))(-S\s+creat\s+|-S\s+open\s+|-S\s+openat\s+|-S\s+truncate\s+|-S\s+ftruncate\s+)(?!(?:\1|\2|\3|\4))(-S\s+creat\s+|-S\s+open\s+|-S\s+openat\s+|-S\s+truncate\s+|-S\s+ftruncate\s+)-F\s+exit=-EACCES\s+-F\s+auid>=1000\s+-F\s+auid!=4294967295\s+-k\s+\S+ *$;xccdf_org.cisecurity.benchmarks_value_1652069_var
Ensure events that modify user/group information are collected;xccdf_org.cisecurity.benchmarks_rule_4.1.11_Ensure_events_that_modify_usergroup_information_are_collected;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;Ensure events that modify user/group information are collected;^\s*-w\s+\/etc\/group\/?\s+-p\s+wa\s+-k\s+\S+;xccdf_org.cisecurity.benchmarks_value_1652088_var
Ensure successful file system mounts are collected;xccdf_org.cisecurity.benchmarks_rule_4.1.12_Ensure_successful_file_system_mounts_are_collected;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;Ensure successful file system mounts are collected;^\s*-a\s+(?:always,exit|exit,always)\s+-F\s+arch=b32\s+-S\s+mount\s+-F\s+auid>=1000\s+-F\s+auid!=4294967295\s+-k\s+\S+ *$;xccdf_org.cisecurity.benchmarks_value_1652103_var
Ensure use of privileged commands is collected;xccdf_org.cisecurity.benchmarks_rule_4.1.13_Ensure_use_of_privileged_commands_is_collected;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;;;
Ensure file deletion events by users are collected;xccdf_org.cisecurity.benchmarks_rule_4.1.14_Ensure_file_deletion_events_by_users_are_collected;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;Ensure file deletion events by users are collected;^\s*-a\s+(?:always,exit|exit,always)\s+-F\s+arch=b32\s+(?!(?:\2|\3|\4))(-S\s+unlink\s+|-S\s+unlinkat\s+|-S\s+rename\s+|-S\s+renameat\s+)(?!(?:\1|\3|\4))(-S\s+unlink\s+|-S\s+unlinkat\s+|-S\s+rename\s+|-S\s+renameat\s+)(?!(?:\1|\2|\4))(-S\s+unlink\s+|-S\s+unlinkat\s+|-S\s+rename\s+|-S\s+renameat\s+)(?!(?:\1|\2|\3))(-S\s+unlink\s+|-S\s+unlinkat\s+|-S\s+rename\s+|-S\s+renameat\s+)-F\s+auid>=1000\s+-F\s+auid!=4294967295\s+-k\s+\S+ *$;xccdf_org.cisecurity.benchmarks_value_1652141_var
Ensure kernel module loading and unloading is collected;xccdf_org.cisecurity.benchmarks_rule_4.1.15_Ensure_kernel_module_loading_and_unloading_is_collected;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;Ensure kernel module loading and unloading is collected;^\s*-w\s+\/sbin\/insmod\/?\s+-p\s+x\s+-k\s+\H+(\h+.*)?$;xccdf_org.cisecurity.benchmarks_value_1652164_var
Ensure system administrator actions (sudolog) are collected;xccdf_org.cisecurity.benchmarks_rule_4.1.16_Ensure_system_administrator_actions_sudolog_are_collected;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;;;
Ensure the audit configuration is immutable;xccdf_org.cisecurity.benchmarks_rule_4.1.17_Ensure_the_audit_configuration_is_immutable;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 2 - Server, Level 2 - Workstation;Ensure the audit configuration is immutable;^\s*-e\s+2\b;xccdf_org.cisecurity.benchmarks_value_1652196_var
Ensure rsyslog is installed;xccdf_org.cisecurity.benchmarks_rule_4.2.1.1_Ensure_rsyslog_is_installed;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure rsyslog Service is enabled;xccdf_org.cisecurity.benchmarks_rule_4.2.1.2_Ensure_rsyslog_Service_is_enabled;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;Ensure rsyslog Service is enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1658229_var
Ensure rsyslog default file permissions configured;xccdf_org.cisecurity.benchmarks_rule_4.2.1.3_Ensure_rsyslog_default_file_permissions_configured;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure logging is configured;xccdf_org.cisecurity.benchmarks_rule_4.2.1.4_Ensure_logging_is_configured;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure rsyslog is configured to send logs to a remote log host;xccdf_org.cisecurity.benchmarks_rule_4.2.1.5_Ensure_rsyslog_is_configured_to_send_logs_to_a_remote_log_host;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure remote rsyslog messages are only accepted on designated log hosts.;xccdf_org.cisecurity.benchmarks_rule_4.2.1.6_Ensure_remote_rsyslog_messages_are_only_accepted_on_designated_log_hosts.;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure journald is configured to send logs to rsyslog;xccdf_org.cisecurity.benchmarks_rule_4.2.2.1_Ensure_journald_is_configured_to_send_logs_to_rsyslog;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure journald is configured to compress large log files;xccdf_org.cisecurity.benchmarks_rule_4.2.2.2_Ensure_journald_is_configured_to_compress_large_log_files;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure journald is configured to write logfiles to persistent disk;xccdf_org.cisecurity.benchmarks_rule_4.2.2.3_Ensure_journald_is_configured_to_write_logfiles_to_persistent_disk;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure permissions on all logfiles are configured;xccdf_org.cisecurity.benchmarks_rule_4.2.3_Ensure_permissions_on_all_logfiles_are_configured;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure logrotate is configured;xccdf_org.cisecurity.benchmarks_rule_4.3_Ensure_logrotate_is_configured;xccdf_org.cisecurity.benchmarks_group_4_Logging_and_Auditing;Level 1 - Server, Level 2 - Server, Level 1 - Workstation, Level 2 - Workstation;;;
Ensure auditd is installed;xccdf_org.cisecurity.benchmarks_rule_4.1.1.1_Ensure_auditd_is_installed;xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd;Level 2 - Server, Level 2 - Workstation;;;
Ensure auditd service is enabled;xccdf_org.cisecurity.benchmarks_rule_4.1.1.2_Ensure_auditd_service_is_enabled;xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd;Level 2 - Server, Level 2 - Workstation;Ensure auditd service is enabled;enabled;xccdf_org.cisecurity.benchmarks_value_1651920_var
Ensure auditing for processes that start prior to auditd is enabled;xccdf_org.cisecurity.benchmarks_rule_4.1.1.3_Ensure_auditing_for_processes_that_start_prior_to_auditd_is_enabled;xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd;Level 2 - Server, Level 2 - Workstation;;;
Ensure audit_backlog_limit is sufficient;xccdf_org.cisecurity.benchmarks_rule_4.1.1.4_Ensure_audit_backlog_limit_is_sufficient;xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd;Level 2 - Server, Level 2 - Workstation;;;
Ensure audit log storage size is configured;xccdf_org.cisecurity.benchmarks_rule_4.1.2.1_Ensure_audit_log_storage_size_is_configured;xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd;Level 2 - Server, Level 2 - Workstation;;;
Ensure audit logs are not automatically deleted;xccdf_org.cisecurity.benchmarks_rule_4.1.2.2_Ensure_audit_logs_are_not_automatically_deleted;xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd;Level 2 - Server, Level 2 - Workstation;;;
Ensure system is disabled when audit logs are full;xccdf_org.cisecurity.benchmarks_rule_4.1.2.3_Ensure_system_is_disabled_when_audit_logs_are_full;xccdf_org.cisecurity.benchmarks_group_4.1_Configure_System_Accounting_auditd;Level 2 - Server, Level 2 - Workstation;;;
